reviewId,userName,score,at,content,thumbsUpCount,replyContent,repliedAt,appVersion
d2d25818-e35b-49b4-8188-a731e0e032fb,Awesz Bukhari,5,2026-03-11T12:01:45,simply awesome 😎,0,,None,26.2.8
7160d217-f700-4a6f-94ec-7cd64fe418e7,MUTHULAKSHMI N,4,2026-03-11T11:59:28,Very useful app for housewife,0,,None,26.2.2
e4e51d69-1b06-42e0-99f1-54223ee7de95,Sumit Shinde,5,2026-03-11T11:56:41,good,0,,None,26.3.1
5abc8f7a-cac0-4eef-b989-904030adf9ac,Affan Shaikh,5,2026-03-11T11:48:43,zepto groceries products is very good,0,,None,26.3.1
2f09a1d9-505a-47fb-aca8-bb0e6968024d,omprakash bora,1,2026-03-11T11:38:35,"Dear Zepto Support Team,I placed an order worth ₹1195 on Zepto and completed the payment successfully. However, I have not received any order confirmation or the items yet.",0,"Hey! Looks like you've had an unpleasant experience. Could you please share the details of your concern at support@zeptonow.com? Our team will look into this right away.

Thank You,
Team Zepto",2026-03-11T11:40:34,26.3.1
cd92b354-a311-4447-a8fe-b614827c936d,Pramod Naidu,1,2026-03-11T11:35:48,"Delivery is very delay, if u chat with zepto customer care, they'll answer monotonously, ull get frestrated and cancel the order",0,"Hey!

Looks like you've had an unpleasant experience. Could you please share the details of your concern at support@zeptonow.com? Our team will look into this right away.

Thank You,
Team Zepto",2026-03-11T11:34:52,26.3.1
577bab72-0335-4a7e-8bd5-20085efe6e30,APAN KIRANI STORE,5,2026-03-11T11:29:33,super and fast delivery,0,,None,26.3.1
03461a8f-9b57-4ec6-a0cf-670d16cbedd9,prashant GanGane,5,2026-03-11T11:28:08,nice place and good service 💯,0,,None,26.3.1
dc1fbaa8-bf49-402d-affc-e1a77c96ef58,SMART CRAFT,1,2026-03-11T11:26:45,40 rs handling charge even after zepto 0rs handling and delivery fee policy on order above 99.Bad experience.,0,"Hey!

Looks like you've had an unpleasant experience. Could you please share the details of your concern at support@zeptonow.com? Our team will look into this right away.

Thank You,
Team Zepto",2026-03-11T11:27:52,
2671af3b-c947-4190-8ca3-df5624832cb2,Nikhil Jethwani,1,2026-03-11T11:19:40,ordered three item got only two also mailed the issue but yet not got the refund,0,"Hey!

Looks like you've had an unpleasant experience. Could you please share the details of your concern at support@zeptonow.com? Our team will look into this right away.

Thank You,
Team Zepto",2026-03-11T11:20:53,26.3.1
4b04b850-0722-4759-8868-01732702c0df,chand Basha,1,2026-03-11T11:14:02,"Frustrated by the lack of a final checkout confirmation. The app processed payment instantly from the cart without giving me a chance to review or cancel. Very poor user experience.""",0,"Hey!

Looks like you've had an unpleasant experience. Could you please share the details of your concern at support@zeptonow.com? Our team will look into this right away.

Thank You,
Team Zepto",2026-03-11T11:15:52,26.2.2
93c20b75-56ba-4608-94b6-adbd474332bb,Prapti Mondal,1,2026-03-11T11:03:52,More than an hour... and the app didn't even open after entering my address... never using it again !,0,"Hey! Looks like you've had an unpleasant experience. Could you please share the details of your concern at support@zeptonow.com? Our team will look into this right away.

Thank You,
Team Zepto",2026-03-11T11:16:57,
f3e0646b-1f1f-43c5-99ff-0b887e0c638c,hemanth,5,2026-03-11T10:46:35,Delivering Instant Goods & Happiness,0,,None,26.3.1
3012ec96-188c-4a56-b2e6-627376bbe28f,Aashman Bajaj,5,2026-03-11T10:41:25,Nice and affordable,0,,None,26.3.1
37e37f70-6cea-4b5f-8f2e-1f584b76b84e,Tavroop Singh,4,2026-03-11T10:26:47,I ordered something on it and after half an hour i didn't got it when I called the delivery partner he was 2 km away from my location this app took my location always different then the actual and I still didn't got my money back,0,,None,26.3.1
bcc1a91f-83d4-450b-905a-e341467af2ff,Brijesh Pal,5,2026-03-11T10:16:52,good,0,,None,26.3.1
700d530b-ce81-4477-be22-8a62d974bd5d,Kalli Ranga,5,2026-03-11T10:11:30,very good,0,,None,26.3.1
bee8a4ee-1657-41b1-9d36-47e128859b06,Shaheda Sohrab,5,2026-03-11T10:06:43,bhot hi achcha app hai..but online payment hai cod not available aur jiske pas gpay na ho uske liye pareshani hai,0,,None,26.3.1
a49a0de7-57d4-43e3-8e95-33a054d68178,Neeraj Verma,1,2026-03-11T10:01:53,BigBasket is cheaper than Zepto,0,"Hey!

Looks like you've had an unpleasant experience. Could you please share the details of your concern at support@zeptonow.com? Our team will look into this right away.

Thank You,
Team Zepto",2026-03-11T10:02:53,26.3.1
51168b7c-419c-40eb-8621-43176f7fc94a,VIKAS TANK,1,2026-03-11T09:56:14,I ordered something on this app but I didn't receive some items when I proceed for refund then I received the refund amount but now when I ordered my missing items from refund amount then new amount has increased of 100 rs I think this is loss for me I preferred not use this pathetic app,0,"Hey!

Looks like you've had an unpleasant experience. Could you please share the details of your concern at support@zeptonow.com? Our team will look into this right away.

Thank You,
Team Zepto",2026-03-11T09:57:52,26.2.8
6cb7031a-5cfb-463e-8ceb-7b5ad0f77216,KRISHNAMOORTHY C,2,2026-03-11T09:54:37,when I try to place order for some items it says you have exceeded the limit for the day and asks me to order tomorrow. why it happens like this. please ensure trouble free order placing for requirement.,0,"Hey!

Looks like you've had an unpleasant experience. Could you please share the details of your concern at support@zeptonow.com? Our team will look into this right away.

Thank You,
Team Zepto",2026-03-11T09:55:52,26.3.1
a39e1b2b-b127-47c6-87d3-f25f8c1d3f4b,Rahim Hussain,5,2026-03-11T09:51:29,OK,0,,None,26.3.1
5f661301-5a97-4a07-9207-1aa0e2cdcacb,Raj Raja,4,2026-03-11T09:49:43,should send little fast,0,,None,26.2.4
e6549202-71ec-4a2c-84cc-503b91082f85,monisha m,5,2026-03-11T09:45:52,nice app,0,,None,26.2.8
6b43a39a-8c1e-4643-ad76-9784a117c907,Kiran Sapkal,5,2026-03-11T09:41:57,zepto is my saviour. prices are the best.,0,,None,26.3.1
13fdc1b4-ec88-446e-b5f4-d56b2f164ee1,Praveen Kumar,5,2026-03-11T09:38:52,super app,0,,None,26.2.8
909b4117-2cc9-4bab-92c8-4236004fd005,Raj Kunwar Rathore,5,2026-03-11T09:35:57,all the Best,0,,None,26.3.1
a70fb4ad-8cf9-42fc-9564-a1942f2740ca,Hirdyansh Sharm,5,2026-03-11T09:34:06,best delivery app ever,0,,None,26.3.1
1d697e4c-4b18-44de-8f09-e3d96321d8fe,Manish Mahajan,1,2026-03-11T09:33:14,low qwality,0,"Hey!

Looks like you've had an unpleasant experience. Could you please share the details of your concern at support@zeptonow.com? Our team will look into this right away.

Thank You,
Team Zepto",2026-03-11T09:33:52,26.2.4
95666640-2373-47fe-9f0c-c8a04ebb0e92,Raj Chaudhary,5,2026-03-11T09:17:37,good,0,,None,26.2.8
aabf3add-54bb-4d90-b3e1-25f1a29021b1,Avijit chakraborty,4,2026-03-11T09:09:22,"good, packaging delivered fast",0,,None,26.3.1
d635bc80-7734-4c8e-adc2-007efb400d62,Ravi Reddy,1,2026-03-11T08:53:25,it's very dumb not to offer any customer support in case of discrepancy in placing order .nor giving atleast 30 sec window to change delivery location once order is placed,0,"Hey! Looks like you've had an unpleasant experience. Could you please share the details of your concern at support@zeptonow.com? Our team will look into this right away.

Thank You,
Team Zepto",2026-03-11T09:15:31,26.2.8
bd40f333-6cc0-4b9b-8bd4-51960e05efc9,Shaik Jelani,5,2026-03-11T08:50:33,super,0,,None,26.2.6
0f88744c-5589-4760-8be8-234d185b4bd1,Dipa Sahani,5,2026-03-11T08:42:27,🫡👍🏽,0,,None,26.2.8
ae5d4649-8791-4182-91c9-5ddd05763e9d,Jatin Ankit Dahra,5,2026-03-11T08:40:23,best service,0,,None,26.2.6
7d34db39-c778-4f4a-8bb2-5a92b714c266,Gaurav Borse,5,2026-03-11T08:34:38,best,0,,None,26.2.8
d757ab6d-d2cd-491d-9214-bf86dd1aa479,Srijal Singh,5,2026-03-11T08:25:13,best👍and fast service,0,,None,26.3.1
5e98a6ec-9edb-4242-9387-1d407fed0921,BIMAL SETT,5,2026-03-11T08:19:05,very good,0,,None,26.2.8
415951cb-6d31-4196-bd2c-103def077a89,Yaswanth S V,1,2026-03-11T08:10:09,The app has 100 rs minimum order for free delivery and gradually they made it 150. now it's 200. not ordering anymore,0,"Hey!

Looks like you've had an unpleasant experience. Could you please share the details of your concern at support@zeptonow.com? Our team will look into this right away.

Thank You,
Team Zepto",2026-03-11T08:11:52,26.2.8
fb30e683-6325-49be-9d84-968c0af7e93a,Hajira Fatima,5,2026-03-11T08:06:17,nice 👍,0,,None,26.2.4
1746ffdb-3f16-4948-8105-83e6e435332c,Kavera Ghuge,5,2026-03-11T07:38:34,khup chan aani fast sarvice,0,,None,26.2.8
9b733b81-920d-4b6a-bb6b-068e442c1b2a,Varenya Gudhe,1,2026-03-11T07:37:53,"the worst app and services especially in the area of Sithafalmandi, warasiguda Secunderabad. they display the product, accept the order,receive the money and deny delivery stating the reason of unavailable product and deny the delivery of remaining items without giving proper reason. nearly 4 people had involved in the conversation, back to back calls from the delivery agent, after 55 minutes of trauma I received an automated cancellation call.",0,"Hey!

Looks like you've had an unpleasant experience. Could you please share the details of your concern at support@zeptonow.com? Our team will look into this right away.

Thank You,
Team Zepto",2026-03-11T07:38:51,
cedd0e24-2a8f-471e-aead-716d1f003cb2,NEERJA DHINGRA,4,2026-03-11T07:30:28,"this is not in Bahadurgarh, haryana . please give service in this area too",0,,None,
1aeaa29a-00cd-4edf-9f95-10706bbfdd19,Sumit Kumar,5,2026-03-11T06:57:35,good 👍,0,,None,26.2.4
deea20b2-9138-40a0-afc9-ae872c2c3f26,Inder Pal,5,2026-03-11T06:48:41,best,0,,None,26.2.4
91fee238-dff3-48bd-a462-609435656fc9,Rushikesh Jangam,1,2026-03-11T06:32:56,always Hot Wheels stock is out off stock then why are this showing on the ad and while searching automatically detecting the hot wheels name.,0,"Hey!

Looks like you've had an unpleasant experience. Could you please share the details of your concern at support@zeptonow.com? Our team will look into this right away.

Thank You,
Team Zepto",2026-03-11T06:34:53,
3447c403-3c6c-4539-a77b-30e11f7e4170,Meikandan Madheshwaran,1,2026-03-11T06:27:20,worst behavior in chennai Ambattur package missing and no responce for delivery partner poor packing worst so no try it this app,0,"Hey!

Looks like you've had an unpleasant experience. Could you please share the details of your concern at support@zeptonow.com? Our team will look into this right away.

Thank You,
Team Zepto",2026-03-11T06:27:52,26.2.8
f1711fb8-04d3-4645-9de0-e7721b6e52ed,Kalpana,5,2026-03-11T05:06:18,Quick,0,,None,26.2.2
cde8f1c5-2f16-4cf4-9c3e-fdde93d50f6d,Imran Khan,5,2026-03-11T04:06:12,😊😊😊,0,,None,26.2.2
169e8247-a2ca-4bcf-8221-3e0b3fb08499,Harshavardhan Reddy,1,2026-03-11T02:35:51,"wrong size delivery from zepto and no resolve to customer, wast of complaints in zepto , amount wasted",0,"Hey!

Looks like you've had an unpleasant experience. Could you please share the details of your concern at support@zeptonow.com? Our team will look into this right away.

Thank You,
Team Zepto",2026-03-11T02:35:51,
7d1052e7-d465-49cb-a09b-275b9d3dd3ad,Muhammed Ali,1,2026-03-11T02:24:15,very bad taste,0,"Hey!

Looks like you've had an unpleasant experience. Could you please share the details of your concern at support@zeptonow.com? Our team will look into this right away.

Thank You,
Team Zepto",2026-03-11T02:25:51,26.3.1
58348a70-c9c0-49eb-b521-4b6aeb88e7a8,pratik saha,1,2026-03-11T02:16:58,my god the worst company ever. I ordered items and it seems like they've forgotten to even deliver them. no chat support no customare care number. no doubt blinkit zomato is way better,0,"Hey!

Looks like you've had an unpleasant experience. Could you please share the details of your concern at support@zeptonow.com? Our team will look into this right away.

Thank You,
Team Zepto",2025-10-26T15:35:24,26.2.4
f27b2db4-47ec-4c5b-b99f-a6825dda8814,shakreen Faiz,1,2026-03-11T01:45:53,south malaka prayagraj me delivery kab se start hogi ?,0,"Hey!

Looks like you've had an unpleasant experience. Could you please share the details of your concern at support@zeptonow.com? Our team will look into this right away.

Thank You,
Team Zepto",2026-03-11T01:46:51,26.2.8
28248922-f069-4d2f-8660-253e41f0a6b8,Mohd. Akhlaq,5,2026-03-11T01:42:14,very good service provider just like a Bank,0,,None,26.1.3
b66ff421-288a-40f1-bf8f-198a3a53dd60,Sumer Toba,1,2026-03-11T01:22:35,very very very very very disappointed with delay delivery as my suggestion please use Blinkit use flipkart minute use other apps but please don't use zepto when I wanted to resolve about delay delivery customer care was so rude and also suggest to cancel my order if I can't wait for delay order that they will handle for cancellations,0,"Hey!

Looks like you've had an unpleasant experience. Could you please share the details of your concern at support@zeptonow.com? Our team will look into this right away.

Thank You,
Team Zepto",2026-03-11T01:23:52,26.3.1
271224dd-ddec-4fb0-b789-c50252084991,nd prince gaming,5,2026-03-11T01:20:30,nice,0,,None,26.2.5
f003cfa8-6ee6-4c56-95f5-b659e9f550b7,dipanshu kumar,2,2026-03-11T00:59:57,it's very good aap but I am disappointed to there service because they are delivered items very deley and after 12am i always show unserviceable problem please solve this,0,,None,
caf4b57c-26df-4dac-ab23-7cc747a58e6d,Sanjay singh rana,5,2026-03-11T00:51:08,Good,0,,None,26.2.6
f7bfac57-ac61-4beb-b677-50cd6f8e1365,Deepak Kumar,1,2026-03-11T00:48:53,your service is very ridiculous,0,"Hey!

Looks like you've had an unpleasant experience. Could you please share the details of your concern at support@zeptonow.com? Our team will look into this right away.

Thank You,
Team Zepto",2026-03-11T00:49:51,26.3.1
88f1fedf-2e9b-40a1-9186-97fa4c8d2c19,Suraj Singh,5,2026-03-11T00:36:44,good job,0,,None,26.2.8
7bddb9f4-e0f3-482b-a569-f9ab78113ece,Pankaj Sah,1,2026-03-11T00:17:33,bahut gatiya aapp hai bhaiyo abhi unstalll kardo,0,"Hey!

Looks like you've had an unpleasant experience. Could you please share the details of your concern at support@zeptonow.com? Our team will look into this right away.

Thank You,
Team Zepto",2026-03-11T00:18:51,26.3.1
784f78db-ee8c-40fc-bd24-195d57a3b035,Omjung Singh,1,2026-03-11T00:15:51,"I received the wrong item from zepto and I tried to return it, but zepto didn't respond. The item wasn't returned and the money wasn't refunded.",0,"Hey!

Looks like you've had an unpleasant experience. Could you please share the details of your concern at support@zeptonow.com? Our team will look into this right away.

Thank You,
Team Zepto",2026-03-11T00:16:51,26.2.8
d84f35e2-0aba-48dd-aa75-b20e9a5bb548,kavitha sakthikumar,1,2026-03-11T00:12:42,"Title: Avoid for Dairy – Spoiled Products & Zero Customer Support I am extremely disappointed with Zepto's recent service. For my last two consecutive orders, the milk delivered was completely curdled and unusable. What is even worse than the spoiled food is the absolute lack of accountability. I have reported this issue multiple times through the app, but I have received zero response and no refund. It is unacceptable to charge customers for rotten products and then ignore their complaints.",0,"Hey!

Looks like you've had an unpleasant experience. Could you please share the details of your concern at support@zeptonow.com? Our team will look into this right away.

Thank You,
Team Zepto",2026-03-11T00:14:51,26.2.8
520168b3-ff14-49a5-9b75-3f20ad538269,MR Ramu,4,2026-03-11T00:04:32,good fast delivery,0,,None,26.2.8
25af7d98-5493-4c46-ad65-aa1117cf774f,nazia khatoon,5,2026-03-11T00:02:41,good quality fast delivery,0,,None,26.2.1
e4596394-37cf-4e44-b814-d380226dfc8a,Bilal bhai,5,2026-03-10T23:56:47,best delivery,0,,None,26.3.1
47b5bee1-53be-42d6-9902-bef064ac117f,Shahul Hameed,1,2026-03-10T23:56:19,Wrong item received store is not responsible soon.,0,"Hey!

Looks like you've had an unpleasant experience. Could you please share the details of your concern at support@zeptonow.com? Our team will look into this right away.

Thank You,
Team Zepto",2026-03-10T23:57:52,26.3.1
6e1e8181-5ecc-4bb9-9e94-98e3994dd9f1,James Gorentla,1,2026-03-10T23:54:44,the customer service is a piece of trash they don't even replay to my messages they delayed my orders more then 40min and sometime 1hr and when I want to talk to customer care it just show to send message to zepto from Gmail and they don't respond and last time they delivered me wrong chips I ordered lays of RS50 and they delivered some cheap 30rs fake lays they didn't even tried to cover the price. but except the customer services and delay in delivary everything is good and nice,0,,None,26.2.6
8fe7903e-7a6f-47ea-a80b-61699279d3f6,Joel,5,2026-03-10T23:54:42,good,0,,None,26.3.1
aea52f74-4155-457d-81e0-5e921a40623b,Immanuel P,1,2026-03-10T23:54:32,"very very bad, late delivery, no quality, order item waste 😔😔😔, food safety department where are you.",0,"Hey!

Looks like you've had an unpleasant experience. Could you please share the details of your concern at support@zeptonow.com? Our team will look into this right away.

Thank You,
Team Zepto",2026-03-10T23:52:51,26.3.1
ab597c64-5ace-4018-a8e1-38e0c4209ccb,Vidya Ambre,5,2026-03-10T23:54:07,good service delivery fast product Good delivery person service is very properly,0,,None,26.3.1
5b337740-2f3c-4a13-9522-8cf34290b587,Osman Baig,1,2026-03-10T23:47:03,i ordered 3 or4 items but they only gave 2 items when I complaint about this they are not responding..that two items were like expensive and they did not say anything..,0,"Hey!

Looks like you've had an unpleasant experience. Could you please share the details of your concern at support@zeptonow.com? Our team will look into this right away.

Thank You,
Team Zepto",2026-03-10T23:48:51,
965d9aba-9c1e-4d26-8f79-911cf1018a1c,Md Dilshad,5,2026-03-10T23:43:48,good,0,,None,
91875ed5-ec02-448a-a17b-d32d97b60adc,Jhanvi Vachheta,1,2026-03-10T23:43:06,"worst app!! i ordered at 10 47 then it was showing 15 minutes the order is getting packed, it's 11.41 now, nearly 1 hour still it's on the same status. no delivery person assigned yet! not able to cancel as well as supprt chat is stuck on previous chat and new chat is not coming up! worst worst worst",0,"Hey!

Looks like you've had an unpleasant experience. Could you please share the details of your concern at support@zeptonow.com? Our team will look into this right away.

Thank You,
Team Zepto",2026-03-10T23:44:52,25.10.4
2fbf4dd3-abb0-4ff3-acab-d69b0961ee5d,Reddy.vamsi L,1,2026-03-10T23:41:44,not a 10mins grocerries app just one month only later delivery boys were linked to rapido and all they will come after 30mins only,0,"Hey!

Looks like you've had an unpleasant experience. Could you please share the details of your concern at support@zeptonow.com? Our team will look into this right away.

Thank You,
Team Zepto",2026-03-10T23:42:51,
e8628307-4819-40a4-843f-aeea89aa6028,MR KUMAR PAWAR .S,4,2026-03-10T23:37:50,thank you,0,,None,26.2.8
7cd9021a-d596-4c7c-96d1-e1dc3518fc46,Naveen Nithi,5,2026-03-10T23:36:46,quick delivery I support zepto thanks team,0,,None,26.3.1
1c145cc9-0b7f-4c18-af68-ef273595626b,Sunny Singh,1,2026-03-10T23:36:06,very bad experience,0,"Hey!

Looks like you've had an unpleasant experience. Could you please share the details of your concern at support@zeptonow.com? Our team will look into this right away.

Thank You,
Team Zepto",2026-03-10T23:39:27,26.3.1
76e0894b-2246-4669-bdf4-b40940b02424,king azhar,1,2026-03-10T23:35:59,scamer scammers,0,"Hey!

Looks like you've had an unpleasant experience. Could you please share the details of your concern at support@zeptonow.com? Our team will look into this right away.

Thank You,
Team Zepto",2026-03-10T23:37:51,26.2.4
3b4ebc94-8a14-4327-b526-0d3c0cf51e56,Siddh Charan Official,2,2026-03-10T23:34:51,I'm from gandhinagar (gujarat) Due to high demand wala tag lagake fir bolte he 23 min lekin 30-35 min baad order aata he kabhi kabhi 1-2 min batata he lekin 5 mins ho jaate he nowadays zepto ki service ghatiya hoti jaa rahi he,0,"Hey!

Looks like you've had an unpleasant experience. Could you please share the details of your concern at support@zeptonow.com? Our team will look into this right away.

Thank You,
Team Zepto",2026-03-10T23:36:51,26.3.1
1bac7b8a-bf4e-4eaf-9e1d-ebba586a7eef,Madami Srinivas,5,2026-03-10T23:32:50,good 👍,0,,None,26.3.1
126c48ee-eec5-4ed5-92d8-44496aaa0233,magesh,1,2026-03-10T23:25:58,i ordered a 10 item but received only 9 while a complaint this issue in order list they didn't accept this as issue.,0,"Hey!

Looks like you've had an unpleasant experience. Could you please share the details of your concern at support@zeptonow.com? Our team will look into this right away.

Thank You,
Team Zepto",2026-03-10T23:27:51,26.2.4
0a7fc883-3498-4c36-a93d-5d7cb2222f88,Shruti Singh,1,2026-03-10T23:17:50,worst app ever. delayed my order by 20 mins. doesn't even give the option to cancel the order. never ordering from zepto ever again.,0,"Hey!

Looks like you've had an unpleasant experience. Could you please share the details of your concern at support@zeptonow.com? Our team will look into this right away.

Thank You,
Team Zepto",2026-03-10T23:18:51,26.3.1
ae50a073-6877-42d2-b92d-6ad54ffb8a98,ht khan,1,2026-03-10T23:11:27,late delivery showing delivery in 8 mins and I got my order 25 min late....worst app,0,"Hey!

Looks like you've had an unpleasant experience. Could you please share the details of your concern at support@zeptonow.com? Our team will look into this right away.

Thank You,
Team Zepto",2026-03-10T23:12:53,26.3.1
70685f8b-0b61-46cb-b634-eca90475d584,Sheela Rani,4,2026-03-10T23:10:25,excellent,0,,None,26.3.1
c147aa66-1d81-4444-a5a1-eab3c884a57c,AlWyAs RiGhT AlWyAs ThE BeSt,1,2026-03-10T23:07:41,very bad experience n not solved my issue zepto team 👎👎,0,"Hey!

Looks like you've had an unpleasant experience. Could you please share the details of your concern at support@zeptonow.com? Our team will look into this right away.

Thank You,
Team Zepto",2026-03-10T23:09:52,26.3.1
9308ace0-b2d0-444e-9044-2518265be2d8,Sachin Sawardekar,5,2026-03-10T23:02:34,very good app,0,,None,26.3.1
a03a16b4-733d-430e-aebb-d4f55f59fbe2,Mohd Saleem,1,2026-03-10T22:50:21,"please change your tag line to 1 hour delivery, that's what really suits to your service and honestly Im so frustrated seeing that there's no customer service",0,"Hey!

Looks like you've had an unpleasant experience. Could you please share the details of your concern at support@zeptonow.com? Our team will look into this right away.

Thank You,
Team Zepto",2026-03-10T22:51:51,26.2.8
13d8cddd-d0ad-4410-94d8-fddf1d5bd7ef,Hemant Wagadre,5,2026-03-10T22:48:47,good,0,,None,26.3.1
574b8303-8cb6-4750-aeec-a1c78e754109,Shafi Mirza,5,2026-03-10T22:48:24,good,0,,None,26.3.1
df41828c-3274-4d5d-801a-dea4145d8124,Gaurav Singh,1,2026-03-10T22:46:53,Experience with this app is very bad help and support services are not responding at any problem. very bad experience with this app and I'm disappointed,0,"Hey!

Looks like you've had an unpleasant experience. Could you please share the details of your concern at support@zeptonow.com? Our team will look into this right away.

Thank You,
Team Zepto",2026-03-10T22:48:51,26.2.8
6bb94eb1-8ec7-4952-8232-17785cdb0fb6,Ambe Mishra,1,2026-03-10T22:45:18,Um... I think this is the WORST THING I SAW IN MY LIFE. This was really a bad idea to order items from here because items were missing and they didn't gave us refund for all the MISSING ITEMS! This the app where the king of SCAMMERS LIVE IN.,0,"Hey!

Looks like you've had an unpleasant experience. Could you please share the details of your concern at support@zeptonow.com? Our team will look into this right away.

Thank You,
Team Zepto",2026-03-10T22:47:51,26.3.1
767f539f-5fc2-4e9b-a78a-189bc0653c9c,Venkatesh Nsc,1,2026-03-10T22:40:25,very wost service make it 2hrs show time 15mints worst service,0,"Hey!

Looks like you've had an unpleasant experience. Could you please share the details of your concern at support@zeptonow.com? Our team will look into this right away.

Thank You,
Team Zepto",2026-03-10T22:41:51,
b9fe39b2-a394-4742-8916-99ab183bd7d5,Ssifullah Alam,5,2026-03-10T22:40:22,ok bhai,0,,None,26.3.1
21a2c62f-2cf2-48e4-a306-acc06c6c23b9,Seema Verma,1,2026-03-10T22:37:53,Pathetic services.Items are mostly nearing expiry or damaged. customer care is unable to resolve issues .,0,"Hey!

Looks like you've had an unpleasant experience. Could you please share the details of your concern at support@zeptonow.com? Our team will look into this right away.

Thank You,
Team Zepto",2026-03-10T22:39:51,
8efdcf24-782c-4314-8bea-20ee9a543ca1,Anil Kumar Thurpu,1,2026-03-10T22:37:16,The product is not fresh and the quantity is very low I removed your zomato app I'm very 😞,0,,None,25.4.3
d4dd87cf-ee4d-4509-b030-5de182e4b8bc,aashish Munde,4,2026-03-10T22:31:53,good service,0,,None,25.1.6
